"Indicator","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Western Pacific","Viet Nam","Male","46.2 [32.8-62.2]","46.20000","32.80000","62.20000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Western Pacific","Samoa","Male","41.0 [29.6-54.6]","41.00000","29.60000","54.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Western Pacific","Samoa","Male","35.9 [21.9-51.7]","35.90000","21.90000","51.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Western Pacific","Samoa","Male","31.6 [16.3-49.5]","31.60000","16.30000","49.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Western Pacific","Australia","Female","22.8 [17.9-27.3]","22.80000","17.90000","27.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Western Pacific","Australia","Female","11.0 [8.4-13.7]","11.00000","8.40000","13.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","Brunei Darussalam","Female","4.3 [2.1-7.3]","4.30000","2.10000","7.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","China","Female","2.8 [2.1-3.4]","2.80000","2.10000","3.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Fiji","Female","13.1 [6.8-21.1]","13.10000","6.80000","21.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Japan","Female","11.7 [9.5-14.2]","11.70000","9.50000","14.20000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Western Pacific","Republic of Korea","Female","3.6 [1.4-6.3]","3.60000","1.40000","6.30000","Cigarettes only"
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Western Pacific","Lao People's Democratic Republic","Female","20.7 [14.5-26.7]","20.70000","14.50000","26.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Western Pacific","Lao People's Democratic Republic","Female","11.9 [9.0-15.3]","11.90000","9.00000","15.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Western Pacific","Mongolia","Female","5.8 [4.5-7.4]","5.80000","4.50000","7.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Western Pacific","Malaysia","Female","1.1 [0.5-1.8]","1.10000","0.50000","1.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Western Pacific","Niue","Female","12.0 [8.0-17.0]","12.00000","8.00000","17.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Western Pacific","Niue","Female","9.5 [4.3-15.7]","9.50000","4.30000","15.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Western Pacific","Nauru","Female","52.0 [26.3-79.7]","52.00000","26.30000","79.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Western Pacific","Singapore","Female","5.8 [4.4-7.4]","5.80000","4.40000","7.40000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Western Pacific","Singapore","Female","5.5 [4.4-6.6]","5.50000","4.40000","6.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Western Pacific","Tonga","Female","15.1 [11.0-19.5]","15.10000","11.00000","19.50000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Western Pacific","Viet Nam","Female","1.1 [0.7-1.6]","1.10000","0.70000","1.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2012","Western Pacific","Samoa","Female","20.1 [14.3-25.6]","20.10000","14.30000","25.60000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2015","Western Pacific","Samoa","Female","18.9 [13.7-25.7]","18.90000","13.70000","25.70000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2025","Western Pacific","Samoa","Female","15.9 [7.5-25.0]","15.90000","7.50000","25.00000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Europe","Netherlands","Male","36.7 [29.9-43.3]","36.70000","29.90000","43.30000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2020","Europe","Netherlands","Male","22.9 [16.3-28.8]","22.90000","16.30000","28.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2000","Americas","Canada","Male","29.4 [24.6-34.1]","29.40000","24.60000","34.10000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2005","Americas","Canada","Female","20.4 [17.2-23.8]","20.40000","17.20000","23.80000",""
"Prevalence of smoking any tobacco product among persons aged >= 15 years","Published","2010","Americas","Canada","Female","15.8 [13.4-18.6]","15.80000","13.40000","18.60000",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2014","Western Pacific","China","Female","2.2","2.20000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2014","Europe","Georgia","Male","16.5","16.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Western Pacific","Micronesia (Federated States of)","Male","52.1","52.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2014","Western Pacific","Mongolia","Male","20.3","20.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Western Pacific","Republic of Korea","Female","3.6","3.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Africa","Botswana","Male","27.0","27.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Africa","Botswana","Male","17.1","17.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2006","Africa","Congo","Male","26.1","26.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2006","Africa","Ghana","Male","11.6","11.60000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Africa","Lesotho","Male","22.4","22.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Africa","Mauritania","Female","17.7","17.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Africa","Namibia","Female","25.3","25.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Africa","Niger","Male","11.8","11.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Africa","Senegal","Female","6.2","6.20000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Africa","Senegal","Male","20.4","20.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Africa","Swaziland","Male","15.8","15.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2001","Africa","Swaziland","Female","7.7","7.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Africa","Seychelles","Male","33.4","33.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Africa","Togo","Male","17.7","17.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Africa","Togo","Female","9.7","9.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Africa","South Africa","Male","29.3","29.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Africa","South Africa","Female","20.1","20.10000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Africa","Zambia","Male","24.9","24.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Africa","Zambia","Female","25.8","25.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Americas","Argentina","Female","29.7","29.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Americas","Antigua and Barbuda","Male","24.3","24.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Americas","Bahamas","Male","16.0","16.00000","","","Tobacco smoking only"
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Americas","Bahamas","Female","10.7","10.70000","","","Tobacco smoking only"
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2002","Americas","Barbados","Female","12.9","12.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Americas","Dominican Republic","Female","14.0","14.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","Dominican Republic","Female","11.9","11.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Americas","Grenada","Male","24.5","24.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2010","Americas","Guyana","Male","25.3","25.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2006","Americas","Jamaica","Male","24.0","24.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2000","Americas","Jamaica","Male","24.4","24.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Americas","Saint Lucia","Male","22.4","22.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2008","Americas","Panama","Male","10.5","10.50000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Americas","El Salvador","Female","11.0","11.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2003","Americas","El Salvador","Female","15.4","15.40000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Americas","Suriname","Male","20.7","20.70000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Americas","Trinidad and Tobago","Male","20.8","20.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2000","Americas","Trinidad and Tobago","Male","18.0","18.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2011","Americas","United States of America","Female","10.0","10.00000","","","Tobacco smoking only"
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","United States of America","Male","18.2","18.20000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2004","Americas","United States of America","Female","15.9","15.90000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2007","Americas","Saint Vincent and the Grenadines","Male","22.0","22.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2000","Americas","Saint Vincent and the Grenadines","Male","25.3","25.30000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2001","Eastern Mediterranean","Bahrain","Male","28.0","28.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2013","Eastern Mediterranean","Djibouti","Male","18.6","18.60000","","","Tobacco smoking only"
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Eastern Mediterranean","Egypt","Female","3.8","3.80000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2005","Eastern Mediterranean","Egypt","Male","16.0","16.00000","","",""
"Prevalence of current tobacco use among adolescents aged 13-15 years","Published","2009","Eastern Mediterranean","Jordan","Female","19.4","19.40000","","",""
